Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR34661434 - polya	(1, 0.017779372271561455)	(2, 0.020804694251025834)	(3, 0.02579630303584334)	(4, 0.02919418462053252)	(5, 0.032578267701324486)	(6, 0.036262468241880876)	(7, 0.04262012891252266)	(8, 0.04848794269481332)	(9, 0.05349679960950234)	(10, 0.06182074708549726)	(12, 0.07923100937780822)	(14, 0.09692586581299922)	(16, 0.1205420052330826)	(18, 0.13639993583695686)	(20, 0.148020000931399)	(22, 0.15787385752699762)	(24, 0.16568898517178277)	(26, 0.1729538974736664)	(28, 0.180399915139201)	(30, 0.18940861337109524)	(32, 0.19779465411462763)	(34, 0.21828715721497896)	(36, 0.23385014479805027)	(38, 0.24386785862742832)	(40, 0.26594891448894653)	(42, 0.29427551817694164)	(44, 0.3105681016535782)	(46, 0.3199666076205687)	(48, 0.3378580927362951)	(50, 0.3541299784570858)	(52, 0.36492903256964365)	(54, 0.37485878093667696)	(56, 0.3790242043006487)	(58, 0.3836260053503699)	(60, 0.3875465052701661)	(62, 0.3922673184160007)	(64, 0.39602741072799186)	(66, 0.39915104704772386)	(68, 0.4012742918349078)	(70, 0.40504818265079606)	(72, 0.41996781498965974)	(74, 0.42196687324176874)	(76, 0.4237675780003553)	(78, 0.4253940766472395)	(80, 0.4270136760421751)	(82, 0.4284504452604726)	(84, 0.42959917070991577)	(86, 0.43057196523466945)	(88, 0.43151026349968)	(90, 0.4322640067750654)	(92, 0.43304879668421953)	(94, 0.434042288964819)	(96, 0.4347701600453971)	(98, 0.4354031664116818)	(100, 0.43615690968706716)	(102, 0.4368865055806324)	(104, 0.4377368383832983)	(106, 0.4388441683210498)	(108, 0.43973244700943304)	(110, 0.4407138655991224)	(112, 0.44157627209269834)	(114, 0.44228861985639206)	(116, 0.4428681570200751)	(118, 0.4434304460538866)	(120, 0.44400135915263383)	(122, 0.4446947339734689)	(124, 0.4453346395917023)	(126, 0.44584518423589925)	(128, 0.4464195469606208)	(130, 0.44695078936066357)	(132, 0.4476545130594215)	(134, 0.44850657067507455)	(136, 0.4498639984959631)	(138, 0.4511110382856739)
SRR34661434 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00060023491952885)	(4, 0.0010038411585223872)	(5, 0.0013419045040041534)	(6, 0.0015074865507707328)	(7, 0.0017593092468949055)	(8, 0.0018800461559955362)	(9, 0.0020042326910704707)	(10, 0.0021663651118627465)	(12, 0.002285377207976225)	(14, 0.0023957652391539447)	(16, 0.0024716570105886267)	(18, 0.002540649530074702)	(20, 0.0026079172365736244)	(22, 0.00266828569112394)	(24, 0.0027252045196999516)	(26, 0.0027890226002245705)	(28, 0.002863189558672101)	(30, 0.002966678337901213)	(32, 0.003101213750899059)	(34, 0.0032202258470125375)	(36, 0.0033927071457277246)	(38, 0.003660053158736264)	(40, 0.0039636202444749925)	(42, 0.004356877605545619)	(44, 0.004765658283500611)	(46, 0.005279652553671868)	(48, 0.005948879992686793)	(50, 0.0066060337407916545)	(52, 0.007161423522654556)	(54, 0.00804280295908916)	(56, 0.008561971668221873)	(58, 0.009589960208564386)	(60, 0.010759383413853352)	(62, 0.011989175073692635)	(64, 0.01340697134913147)	(66, 0.014453932832332653)	(68, 0.01530771526097283)	(70, 0.01623049020909908)	(72, 0.01720845917281419)	(74, 0.017841465539098923)	(76, 0.01833648686641151)	(78, 0.018714220910597767)	(80, 0.019078156450886813)	(82, 0.01947486343793174)	(84, 0.019747383889901736)	(86, 0.02010959461720363)	(88, 0.020463181279569764)	(90, 0.02081159350297444)	(92, 0.021075489890008677)	(94, 0.021346285528991517)	(96, 0.021682624061486133)	(98, 0.021951694887481825)	(100, 0.022289758232963593)	(102, 0.022705438162867193)	(104, 0.023215982807064144)	(106, 0.024099087056485897)	(108, 0.0255289570228348)	(110, 0.02736933248012584)	(112, 0.029661608940050675)	(114, 0.03246615485715961)	(116, 0.03551389940545696)	(118, 0.0388238155278014)	(120, 0.04317379388139841)	(122, 0.04776179642722238)	(124, 0.05221698837303565)	(126, 0.05941635778140755)	(128, 0.06634665636378376)	(130, 0.0736339912345004)	(132, 0.08482802752111601)	(134, 0.1008222183509753)	(136, 0.11439477174687335)	(138, 0.1262407873426324)
SRR34661435 - polya	(1, 0.017364615269861463)	(2, 0.020129778015941988)	(3, 0.02441187957256825)	(4, 0.02797885283279438)	(5, 0.030514307701849402)	(6, 0.03380606492073366)	(7, 0.04045675807725492)	(8, 0.047248309837612565)	(9, 0.05218702919366077)	(10, 0.05934698037943667)	(12, 0.0829321283002575)	(14, 0.09895208566734234)	(16, 0.12002128221810088)	(18, 0.13127805172007206)	(20, 0.13889525160445534)	(22, 0.14573231152912935)	(24, 0.15138724270929954)	(26, 0.15715486077253882)	(28, 0.16322803365333086)	(30, 0.17094166750495593)	(32, 0.17770396401682448)	(34, 0.19471751630481682)	(36, 0.20666774354875178)	(38, 0.21335419312009307)	(40, 0.2295334290622852)	(42, 0.24978997982167994)	(44, 0.2616535248478694)	(46, 0.2687040397337417)	(48, 0.2817833028638114)	(50, 0.29400874614908834)	(52, 0.3029337639937063)	(54, 0.3118230254235044)	(56, 0.3152469730244505)	(58, 0.3188605379767148)	(60, 0.32173513702269896)	(62, 0.32507240240589963)	(64, 0.3278039757926038)	(66, 0.32977057860770415)	(68, 0.3311802481737899)	(70, 0.33386631339617767)	(72, 0.3448316139409797)	(74, 0.34638864327723273)	(76, 0.34765528718403843)	(78, 0.34880491009688774)	(80, 0.34979200385146425)	(82, 0.3506934989160172)	(84, 0.3515093952905465)	(86, 0.3521616789790811)	(88, 0.35273486514392305)	(90, 0.35324845728406495)	(92, 0.35373821181432685)	(94, 0.35438507786425244)	(96, 0.35489867000439435)	(98, 0.35527898823475257)	(100, 0.3556668911591636)	(102, 0.35615122805081645)	(104, 0.35667240488501106)	(106, 0.357281347464673)	(108, 0.35784044776913126)	(110, 0.3584851467636132)	(112, 0.35905941645617695)	(114, 0.3594809087399643)	(116, 0.3597907976684044)	(118, 0.3600833501532953)	(120, 0.36033797916792265)	(122, 0.3606381163468664)	(124, 0.3609664252465773)	(126, 0.361183130790941)	(128, 0.36149518677482473)	(130, 0.3617844886765502)	(132, 0.36217022454551756)	(134, 0.3625873827184176)	(136, 0.36332093098608864)	(138, 0.3639981358122252)
SRR34661435 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0005092580292546417)	(4, 0.0008104787359201532)	(5, 0.0010726924446002027)	(6, 0.0012070498821056827)	(7, 0.0014259224819129967)	(8, 0.0015602799194184768)	(9, 0.001662131525269405)	(10, 0.0017737348806166988)	(12, 0.0018539159320312595)	(14, 0.0019395146220549122)	(16, 0.0020034427576421966)	(18, 0.0020630367823422082)	(20, 0.0021226308070422194)	(22, 0.0021735566099676837)	(24, 0.0022353176901113315)	(26, 0.002298162297976798)	(28, 0.002371842183060448)	(30, 0.002455273817640464)	(32, 0.0025517077848823005)	(34, 0.00267956405605687)	(36, 0.002808503854953258)	(38, 0.002987285929053292)	(40, 0.003192072668476967)	(42, 0.003455369904878835)	(44, 0.0037479223897697992)	(46, 0.004176999367609881)	(48, 0.0047263479225718025)	(50, 0.005185763676622799)	(52, 0.005646262958395612)	(54, 0.006263873759832093)	(56, 0.006694034265393993)	(58, 0.007447086032057772)	(60, 0.008317158792677935)	(62, 0.009162310415696278)	(64, 0.010185160585092834)	(66, 0.010887286548831148)	(68, 0.011512482044320357)	(70, 0.012190770398178667)	(72, 0.0128408870312697)	(74, 0.013268880481387961)	(76, 0.013595022325655296)	(78, 0.013863737200666255)	(80, 0.014161707324166313)	(82, 0.014435839837786365)	(84, 0.014672048881142773)	(86, 0.0148681673987919)	(88, 0.015026362446177385)	(90, 0.015181306910397416)	(92, 0.015343836068670173)	(94, 0.015484694672506563)	(96, 0.01559521450013204)	(98, 0.015702483744592058)	(100, 0.015886683457301185)	(102, 0.016240997022335796)	(104, 0.016624565835859507)	(106, 0.01715874500271597)	(108, 0.01791721440798884)	(110, 0.019039749127792688)	(112, 0.020687794792678457)	(114, 0.022730244548306112)	(116, 0.02493522346220653)	(118, 0.027399165501621543)	(120, 0.03062482752947488)	(122, 0.03444101216571924)	(124, 0.0390590073161092)	(126, 0.04614202803363599)	(128, 0.0530430160938973)	(130, 0.060998276627487885)	(132, 0.07292900037243015)	(134, 0.08858814300814946)	(136, 0.10205422553490838)	(138, 0.11436851809337434)
SRR34661436 - polya	(1, 0.022336498929009036)	(2, 0.02656376682262092)	(3, 0.03381458184485663)	(4, 0.03838373492615743)	(5, 0.04266798368438413)	(6, 0.04741876327164466)	(7, 0.056293532935402714)	(8, 0.06537129692935106)	(9, 0.07181369593486403)	(10, 0.08296948083523406)	(12, 0.1126760984717661)	(14, 0.13378216685549887)	(16, 0.16073767712234668)	(18, 0.1794024715877383)	(20, 0.19273065195154832)	(22, 0.2046040396156612)	(24, 0.21369426817374407)	(26, 0.22191375789443168)	(28, 0.2301546154393499)	(30, 0.2397719169951198)	(32, 0.24841876320041856)	(34, 0.26519606652544436)	(36, 0.27800785780368253)	(38, 0.2868167433427297)	(40, 0.30312929649074083)	(42, 0.3229924697650629)	(44, 0.3349477674220596)	(46, 0.34181574226016453)	(48, 0.3537158397045656)	(50, 0.3645778170217655)	(52, 0.37136032056294815)	(54, 0.3781161143238426)	(56, 0.3810595321116019)	(58, 0.38375900057272894)	(60, 0.3861806873188587)	(62, 0.38881961361133255)	(64, 0.3911166547161174)	(66, 0.39297921672821434)	(68, 0.39430224117848967)	(70, 0.39656188859087105)	(72, 0.40378065187676093)	(74, 0.40484726243626956)	(76, 0.4058746986513555)	(78, 0.40676858596500054)	(80, 0.40752180176912767)	(82, 0.40820735279652465)	(84, 0.4087682581825768)	(86, 0.4092846472681486)	(88, 0.40967995201641394)	(90, 0.41007347611266)	(92, 0.4105061745533288)	(94, 0.4109299697339015)	(96, 0.41127363557360963)	(98, 0.4115745657648566)	(100, 0.4118576894359115)	(102, 0.41211944528273586)	(104, 0.4124916015547514)	(106, 0.41284060935051714)	(108, 0.4131522234538795)	(110, 0.4135101345097413)	(112, 0.41381640665704594)	(114, 0.41404967207156285)	(116, 0.4142312985775226)	(118, 0.41436306682694435)	(120, 0.4145251061606927)	(122, 0.41467111962626824)	(124, 0.4148669913483817)	(126, 0.41505930176645667)	(128, 0.41521777979616664)	(130, 0.41539940630212635)	(132, 0.41562198780452797)	(134, 0.41586059517510254)	(136, 0.4162808290516369)	(138, 0.41660846902317206)
SRR34661436 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0011111268599889698)	(4, 0.002243621544208497)	(5, 0.0033725549243895977)	(6, 0.003839085753423428)	(7, 0.004394649183417913)	(8, 0.004665308290338303)	(9, 0.004975141741681381)	(10, 0.005224433024371214)	(12, 0.00542920800658072)	(14, 0.005548511691867998)	(16, 0.00565357016100157)	(18, 0.005744383413981437)	(20, 0.005836977318980518)	(22, 0.005911764703787468)	(24, 0.005977648828498353)	(26, 0.006036410345132384)	(28, 0.006105855773881695)	(30, 0.006203791634938415)	(32, 0.006331998580321758)	(34, 0.006486915305993298)	(36, 0.006670322463972245)	(38, 0.0069926204794498155)	(40, 0.007419976964060958)	(42, 0.007884727141075576)	(44, 0.008356599926167045)	(46, 0.008901479444046251)	(48, 0.009610178947693062)	(50, 0.010267239542782693)	(52, 0.010748015587970228)	(54, 0.011506573348155006)	(56, 0.012014059173630737)	(58, 0.012998759740255578)	(60, 0.01415084159668645)	(62, 0.015301142801098108)	(64, 0.01644432139743291)	(66, 0.017250956762136442)	(68, 0.017954314309725616)	(70, 0.01871821402596803)	(72, 0.019441158745768548)	(74, 0.019905908922783166)	(76, 0.02028162649883713)	(78, 0.020568311473930435)	(80, 0.02086389970911981)	(82, 0.02117729446450131)	(84, 0.021431927703248786)	(86, 0.02168656094199626)	(88, 0.021944755484782155)	(90, 0.0222225371997794)	(92, 0.022437996094104184)	(94, 0.022680164768717162)	(96, 0.022902746271118803)	(98, 0.023141353641693355)	(100, 0.023647058815149873)	(102, 0.02484187632004186)	(104, 0.025985054916376663)	(106, 0.02776748758760897)	(108, 0.03017492911758507)	(110, 0.032856591058519985)	(112, 0.036159700554160276)	(114, 0.03992577957479597)	(116, 0.04368651663937402)	(118, 0.04714098155664742)	(120, 0.05151070161179635)	(122, 0.05623477141876869)	(124, 0.06135414597400633)	(126, 0.0690625885651798)	(128, 0.0767870570245262)	(130, 0.08578825298164838)	(132, 0.09872468990123151)	(134, 0.11608070513250152)	(136, 0.13029743085389886)	(138, 0.14268008499550672)
SRR34661437 - polya	(1, 0.042027780022747756)	(2, 0.04761745858256951)	(3, 0.054984052909236726)	(4, 0.06075821999129926)	(5, 0.06584298259551465)	(6, 0.07230331751468326)	(7, 0.08716920843840144)	(8, 0.10032291641009546)	(9, 0.10976096081104521)	(10, 0.12507350815703056)	(12, 0.1639536550590912)	(14, 0.19077407855993828)	(16, 0.22654381370983406)	(18, 0.24541990251173357)	(20, 0.2583648471556288)	(22, 0.26915904402708535)	(24, 0.2769933329408367)	(26, 0.284096141047107)	(28, 0.29065843014961923)	(30, 0.2983875282392859)	(32, 0.3057444126437299)	(34, 0.3220781201435217)	(36, 0.33444856105587767)	(38, 0.34238642247334306)	(40, 0.36046629765294025)	(42, 0.38470064520167524)	(44, 0.3992703834975858)	(46, 0.40771154255028713)	(48, 0.4231487005648035)	(50, 0.4373187137291924)	(52, 0.4469007886431196)	(54, 0.45651846660519857)	(56, 0.46048011487226387)	(58, 0.4646764195930565)	(60, 0.46835648011564907)	(62, 0.4728457008235082)	(64, 0.47630081481459663)	(66, 0.47912154722043604)	(68, 0.4809292110743216)	(70, 0.484453912841343)	(72, 0.49713992622595293)	(74, 0.4992340327854229)	(76, 0.5012520782874779)	(78, 0.5029917726858011)	(80, 0.5045049022322496)	(82, 0.5058529631009038)	(84, 0.507034336971393)	(86, 0.5080101841548246)	(88, 0.5088695122715777)	(90, 0.5096382144475811)	(92, 0.510470031118035)	(94, 0.511392473729239)	(96, 0.5121223362163494)	(98, 0.5126596185793666)	(100, 0.5132292673497942)	(102, 0.5137859695572576)	(104, 0.5144527175499174)	(106, 0.5152699693370366)	(108, 0.5160564730371158)	(110, 0.5169481675612796)	(112, 0.5176213888354214)	(114, 0.518184564324367)	(116, 0.5185697245725538)	(118, 0.5189209000929595)	(120, 0.5192154344003965)	(122, 0.5196556175411816)	(124, 0.5200375411486275)	(126, 0.5202851441653191)	(128, 0.5206120448801668)	(130, 0.5210085333709474)	(132, 0.5214470981913619)	(134, 0.5220264568840128)	(136, 0.5229149147674356)	(138, 0.5239215100379072)
SRR34661437 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0006020151778383583)	(4, 0.0010713280852929926)	(5, 0.0015179845075601617)	(6, 0.0017089463112830818)	(7, 0.0020131905409433272)	(8, 0.002178259218737716)	(9, 0.0023109614891214402)	(10, 0.002425862235429299)	(12, 0.0025342897002550244)	(14, 0.002615205718781686)	(16, 0.0027058316595315463)	(18, 0.0027851293576876737)	(20, 0.002845007211397403)	(22, 0.002896793463254466)	(24, 0.002929159870665131)	(26, 0.0029777094817811274)	(28, 0.0030537705391961885)	(30, 0.003090991907718453)	(32, 0.0031702896058745803)	(34, 0.003252823944771775)	(36, 0.0033515414873743015)	(38, 0.0034988086410928246)	(40, 0.003663877318887213)	(42, 0.003997251315217057)	(44, 0.0043306253115469005)	(46, 0.004685037472693675)	(48, 0.0051834801468179075)	(50, 0.0056916327431653395)	(52, 0.006076792991352246)	(54, 0.006673953208079005)	(56, 0.007075296659971244)	(58, 0.007834288913751325)	(60, 0.008784242971254325)	(62, 0.009960761880631977)	(64, 0.011129189188156963)	(66, 0.011983662343798503)	(68, 0.012698959947574189)	(70, 0.013577707908773728)	(72, 0.014564883334798991)	(74, 0.015244577890422946)	(76, 0.015775386971957843)	(78, 0.01616216554051528)	(80, 0.01657321891463072)	(82, 0.016911447872072164)	(84, 0.017209218820250276)	(86, 0.017477860001758792)	(88, 0.017754592785119972)	(90, 0.017994104199958887)	(92, 0.018172119440717543)	(94, 0.01835175300184673)	(96, 0.018573462892609784)	(98, 0.018777371259296967)	(100, 0.01912045517785001)	(102, 0.01984384438347836)	(104, 0.02063843968541017)	(106, 0.021625615111435438)	(108, 0.02305782863935734)	(110, 0.024857400891390283)	(112, 0.027438621882390768)	(114, 0.030660697740122412)	(116, 0.03376625453117567)	(118, 0.03701907847594744)	(120, 0.04117330686710622)	(122, 0.045879382504616824)	(124, 0.051113030582921264)	(126, 0.05952344154858241)	(128, 0.06839507381984553)	(130, 0.07814059909119658)	(132, 0.09264884121302691)	(134, 0.11192627346681866)	(136, 0.12822437791845873)	(138, 0.14197039114576793)
SRR34661438 - polya	(1, 0.027909628048921345)	(2, 0.031192468932829814)	(3, 0.03707582400607813)	(4, 0.04105195265595392)	(5, 0.044817080681404865)	(6, 0.04856576709975778)	(7, 0.056252218418091054)	(8, 0.06515534866167921)	(9, 0.07149358819797329)	(10, 0.08140102660846667)	(12, 0.10036093986035541)	(14, 0.11947841851360036)	(16, 0.1444819925079433)	(18, 0.16025223398281244)	(20, 0.17121467551543001)	(22, 0.18108375017602796)	(24, 0.18876609109258674)	(26, 0.19603465156384484)	(28, 0.20313194529449835)	(30, 0.2113979632630375)	(32, 0.21993937815046882)	(34, 0.2394555657758412)	(36, 0.25543817800906005)	(38, 0.2664115806130763)	(40, 0.2879089818937624)	(42, 0.315170536596236)	(44, 0.33094899887465423)	(46, 0.34027413036709203)	(48, 0.35798448147952977)	(50, 0.37456447210397736)	(52, 0.3853857898423368)	(54, 0.3956330214661896)	(56, 0.39967765681230727)	(58, 0.4043388524246013)	(60, 0.4085136504935784)	(62, 0.4135256003906307)	(64, 0.41731128042495413)	(66, 0.42069414108537573)	(68, 0.4228575825526927)	(70, 0.42687344508638875)	(72, 0.4434959098625062)	(74, 0.4458854234274212)	(76, 0.44793240351112706)	(78, 0.4496998762741663)	(80, 0.45129334202875127)	(82, 0.45279363867644734)	(84, 0.45396784345003227)	(86, 0.4550283271078558)	(88, 0.4560422262122349)	(90, 0.456913631388431)	(92, 0.45775352348435583)	(94, 0.4588455202224505)	(96, 0.4596018341489604)	(98, 0.46022524508476104)	(100, 0.4609336043239015)	(102, 0.4616364830273427)	(104, 0.4624339009715976)	(106, 0.4632998256120943)	(108, 0.4642137049399603)	(110, 0.4653098120798296)	(112, 0.4661264118990322)	(114, 0.4667676345758557)	(116, 0.4672663633244962)	(118, 0.46770891658221847)	(120, 0.4680870735454734)	(122, 0.4685748412227152)	(124, 0.46907082970350605)	(126, 0.4694161034525649)	(128, 0.46983399429964)	(130, 0.4702176317985942)	(132, 0.47069169813658773)	(134, 0.4713671741615322)	(136, 0.4725043853191465)	(138, 0.47354568710202233)
SRR34661438 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0005918978555294071)	(4, 0.0009590937473856132)	(5, 0.0013235493713921462)	(6, 0.0014660432995751516)	(7, 0.0016880049953986792)	(8, 0.0018140573164836455)	(9, 0.0019592915125163242)	(10, 0.002118227047797369)	(12, 0.002252500172431354)	(14, 0.002358000484643772)	(16, 0.0024593903950816797)	(18, 0.002553929635895404)	(20, 0.0026539494124084755)	(22, 0.002741637983598017)	(24, 0.0028087745459150102)	(26, 0.0028909825814052055)	(28, 0.0029827815543692574)	(30, 0.0030595090541601063)	(32, 0.0031841912413202358)	(34, 0.003307503294555529)	(36, 0.0034390361513398416)	(38, 0.0036514069096895132)	(40, 0.00394187530175487)	(42, 0.004252895702692777)	(44, 0.004581727844653558)	(46, 0.005036612307699306)	(48, 0.005676464850597994)	(50, 0.0062491808311796885)	(52, 0.006719136767398638)	(54, 0.0074083141315914435)	(56, 0.00788375060350974)	(58, 0.008823662475947642)	(60, 0.009871814928447633)	(62, 0.011052870371656774)	(64, 0.012117464431254804)	(66, 0.012903921304111008)	(68, 0.013550624516633879)	(70, 0.01432475018416655)	(72, 0.01506873290535282)	(74, 0.01550717576130053)	(76, 0.015822306564012945)	(78, 0.016164840045222093)	(80, 0.016437496696264573)	(82, 0.01672796508832993)	(84, 0.01693622544490509)	(86, 0.017119823390833195)	(88, 0.017308901872460647)	(90, 0.01748427901483973)	(92, 0.017661026291143647)	(94, 0.017809000755026002)	(96, 0.017952864817133846)	(98, 0.018066585932895278)	(100, 0.018324171110764557)	(102, 0.018747542493539066)	(104, 0.01915447226921553)	(106, 0.019992994231215526)	(108, 0.02120967315647042)	(110, 0.022737372482663214)	(112, 0.024789833102068427)	(114, 0.02727388590779717)	(116, 0.029741497106427865)	(118, 0.03211045866247033)	(120, 0.03531794218051279)	(122, 0.039124174223708834)	(124, 0.04338118032817612)	(126, 0.04998796611373816)	(128, 0.05694824645190803)	(130, 0.06475526955562694)	(132, 0.07704263059356148)	(134, 0.09430768818042734)	(136, 0.10854886019517887)	(138, 0.12085129270628661)
SRR34661439 - polya	(1, 0.03943028951509035)	(2, 0.04403416326203906)	(3, 0.050320759860266136)	(4, 0.05504008028931918)	(5, 0.05928012206842392)	(6, 0.06500697717766027)	(7, 0.07825535854520949)	(8, 0.09353979957896245)	(9, 0.1035206900045283)	(10, 0.11920744523349336)	(12, 0.15784360151107812)	(14, 0.18903169760078006)	(16, 0.23858106372153084)	(18, 0.25969206381724663)	(20, 0.2749870000039182)	(22, 0.2874097626752061)	(24, 0.29706880174460226)	(26, 0.3055803707615675)	(28, 0.3136021659756658)	(30, 0.322878131963534)	(32, 0.33159085807810523)	(34, 0.3500763207520239)	(36, 0.36351886244856674)	(38, 0.37194647024218336)	(40, 0.3912050758477704)	(42, 0.4159666399669976)	(44, 0.4307228249705156)	(46, 0.4394530430066178)	(48, 0.454831940416638)	(50, 0.4685053754773895)	(52, 0.47797900017855754)	(54, 0.48725846455073185)	(56, 0.49095975514668305)	(58, 0.49491642779698625)	(60, 0.49823289611925625)	(62, 0.5022717808007551)	(64, 0.5052908864569987)	(66, 0.5077380062791801)	(68, 0.509613140267299)	(70, 0.5128701360563637)	(72, 0.5252106866964561)	(74, 0.5270508368415132)	(76, 0.5286286081636058)	(78, 0.53007169168991)	(80, 0.5313241132715267)	(82, 0.5326377565785018)	(84, 0.5337379984427992)	(86, 0.5346440799781029)	(88, 0.5355396663604881)	(90, 0.5362148545315831)	(92, 0.5370842030316718)	(94, 0.5379500531474544)	(96, 0.5386462316243865)	(98, 0.5393161722190224)	(100, 0.5399423830098308)	(102, 0.5404758866165251)	(104, 0.54115107478762)	(106, 0.5419854394446468)	(108, 0.5428477911761231)	(110, 0.543627930876404)	(112, 0.5442891255102744)	(114, 0.5448593621521837)	(116, 0.5453263964570603)	(118, 0.5457916815697839)	(120, 0.5461800022277712)	(122, 0.5466487857248008)	(124, 0.5470668426493908)	(126, 0.5473659545075702)	(128, 0.5477000502088115)	(130, 0.5480428918708184)	(132, 0.5485396624422976)	(134, 0.5491151466606663)	(136, 0.550038720117501)	(138, 0.5509115670018958)
SRR34661439 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0006052204849712209)	(4, 0.0010145314487956883)	(5, 0.00148331494582542)	(6, 0.0017002147728093257)	(7, 0.0019520984428551518)	(8, 0.0020990305837152168)	(9, 0.002238965955962898)	(10, 0.002364907790985811)	(12, 0.0024628625515591878)	(14, 0.0025468237749077965)	(16, 0.002597550347347581)	(18, 0.0026622704570121334)	(20, 0.002754977641126222)	(22, 0.0028092025978721986)	(24, 0.0028651767467712712)	(26, 0.0029124049349048635)	(28, 0.00299286777394728)	(30, 0.0030313500013153926)	(32, 0.003104816071745425)	(34, 0.003209767600931186)	(36, 0.003339207820260291)	(38, 0.0035421141100194283)	(40, 0.003825483238820983)	(42, 0.0042487877398702184)	(44, 0.004652851127235397)	(46, 0.005107641087040361)	(48, 0.005795073603207095)	(50, 0.006505245617364076)	(52, 0.007073733067120281)	(54, 0.007983312986730207)	(56, 0.008476585173903284)	(58, 0.00940890459150346)	(60, 0.010535384338097293)	(62, 0.011681105198375182)	(64, 0.012986002544584808)	(66, 0.013734656786109904)	(68, 0.014392353035674006)	(70, 0.01517074354380173)	(72, 0.0159298929382454)	(74, 0.01636019420790702)	(76, 0.016652309297474056)	(78, 0.01695666873211276)	(80, 0.01723479028445503)	(82, 0.01749367072311324)	(84, 0.01776304631469002)	(86, 0.018051663019950863)	(88, 0.018317540227221457)	(90, 0.01856767470511419)	(92, 0.018782825339945)	(94, 0.019004972743388193)	(96, 0.01918688872731018)	(98, 0.019405537746447182)	(100, 0.019709897181085886)	(102, 0.0202748862465359)	(104, 0.020927334919640713)	(106, 0.02188064464307804)	(108, 0.023257258867564603)	(110, 0.02495747364037393)	(112, 0.02714221463959085)	(114, 0.029874452782726824)	(116, 0.03271164245504856)	(118, 0.035697513460383454)	(120, 0.03972940137326977)	(122, 0.0444102395749547)	(124, 0.049734780488978975)	(126, 0.058664406430534125)	(128, 0.0675870356034769)	(130, 0.07726531578655713)	(132, 0.09258474066337202)	(134, 0.11324619837574215)	(136, 0.1307835989026828)	(138, 0.14613800762255957)
SRR34661440 - polya	(1, 0.017551757179289678)	(2, 0.021157182028058507)	(3, 0.027554551467238855)	(4, 0.031806073805155675)	(5, 0.03540815099854032)	(6, 0.03896001336116217)	(7, 0.04485523449271455)	(8, 0.05035208463354873)	(9, 0.05502541154987305)	(10, 0.06316523561652246)	(12, 0.08192047490642718)	(14, 0.09830892183971204)	(16, 0.11975400223081059)	(18, 0.13503437523192974)	(20, 0.14535519678137665)	(22, 0.15325064200498045)	(24, 0.15909062682269376)	(26, 0.16427112352972228)	(28, 0.16960393855673137)	(30, 0.1757535814974819)	(32, 0.18116506642601934)	(34, 0.19309108873218364)	(36, 0.20268379523556998)	(38, 0.20906275257013732)	(40, 0.21967147248262425)	(42, 0.2340898242223154)	(44, 0.24305986682424305)	(46, 0.24877264073735725)	(48, 0.2584055191053538)	(50, 0.2669956028211763)	(52, 0.2726866169742933)	(54, 0.27812655697359634)	(56, 0.2807561402778748)	(58, 0.28342589544676355)	(60, 0.2857123440741629)	(62, 0.2881795660923083)	(64, 0.2904107784058686)	(66, 0.29220177403640835)	(68, 0.2934320373900969)	(70, 0.29557621066366835)	(72, 0.30150825600444675)	(74, 0.30272680256429063)	(76, 0.3037729448718489)	(78, 0.3047303743117262)	(80, 0.30561415533315145)	(82, 0.3064175926253562)	(84, 0.3070084538006651)	(86, 0.30754910014521125)	(88, 0.3080345101759183)	(90, 0.3084479456158653)	(92, 0.30886807636658076)	(94, 0.3093200098434459)	(96, 0.3096915995910906)	(98, 0.31000125771412784)	(100, 0.31034774004639115)	(102, 0.31072267744942006)	(104, 0.31111267930167774)	(106, 0.311494312015475)	(108, 0.3119027259723458)	(110, 0.3123513117938267)	(112, 0.31273963981839237)	(114, 0.31309783894450033)	(116, 0.31338238965215615)	(118, 0.3136518759105832)	(120, 0.3139464695843916)	(122, 0.31428458277819443)	(124, 0.31455239520892936)	(126, 0.314815186156588)	(128, 0.31505286968886526)	(130, 0.31527046728883734)	(132, 0.3155767777564904)	(134, 0.31599523467951374)	(136, 0.31655596695636495)	(138, 0.31705978909168503)
